Starting 1 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 32          
Searching for loose files... Done! Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.85 Uniform SNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform UNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform CNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform SNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.95 Uniform UNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
22%, Active workers: 1, Completed tasks: 10.
23%, Active workers: 1, Completed tasks: 11.
24%, Active workers: 1, Completed tasks: 11.
25%, Active workers: 1, Completed tasks: 12.
26%, Active workers: 1, Completed tasks: 12.
27%, Active workers: 1, Completed tasks: 13.
28%, Active workers: 1, Completed tasks: 13.
29%, Active workers: 1, Completed tasks: 13.
30%, Active workers: 1, Completed tasks: 14.
31%, Active workers: 1, Completed tasks: 15.
32%, Active workers: 1, Completed tasks: 15.
33%, Active workers: 1, Completed tasks: 16.
34%, Active workers: 1, Completed tasks: 16.
35%, Active workers: 1, Completed tasks: 17.
36%, Active workers: 1, Completed tasks: 17.
37%, Active workers: 1, Completed tasks: 18.
38%, Active workers: 1, Completed tasks: 18.
39%, Active workers: 1, Completed tasks: 19.
40%, Active workers: 1, Completed tasks: 19.
41%, Active workers: 1, Completed tasks: 20.
42%, Active workers: 1, Completed tasks: 20.
43%, Active workers: 1, Completed tasks: 21.
44%, Active workers: 1, Completed tasks: 21.
45%, Active workers: 1, Completed tasks: 22.
46%, Active workers: 1, Completed tasks: 22.
47%, Active workers: 1, Completed tasks: 23.
48%, Active workers: 1, Completed tasks: 23.
49%, Active workers: 1, Completed tasks: 24.
50%, Active workers: 1, Completed tasks: 24.
51%, Active workers: 1, Completed tasks: 25.
52%, Active workers: 1, Completed tasks: 25.
53%, Active workers: 1, Completed tasks: 26.
54%, Active workers: 1, Completed tasks: 26.
55%, Active workers: 1, Completed tasks: 27.
56%, Active workers: 1, Completed tasks: 27.
57%, Active workers: 1, Completed tasks: 27.
58%, Active workers: 1, Completed tasks: 28.
59%, Active workers: 1, Completed tasks: 29.
60%, Active workers: 1, Completed tasks: 29.
61%, Active workers: 1, Completed tasks: 30.
62%, Active workers: 1, Completed tasks: 30.
63%, Active workers: 1, Completed tasks: 31.
64%, Active workers: 1, Completed tasks: 31.
65%, Active workers: 1, Completed tasks: 32.
66%, Active workers: 1, Completed tasks: 32.
67%, Active workers: 1, Completed tasks: 33.
68%, Active workers: 1, Completed tasks: 33.
69%, Active workers: 1, Completed tasks: 34.
70%, Active workers: 1, Completed tasks: 34.
71%, Active workers: 1, Completed tasks: 35.
72%, Active workers: 1, Completed tasks: 35.
73%, Active workers: 1, Completed tasks: 36.
74%, Active workers: 1, Completed tasks: 36.
75%, Active workers: 1, Completed tasks: 37.
76%, Active workers: 1, Completed tasks: 37.
77%, Active workers: 1, Completed tasks: 38.
78%, Active workers: 1, Completed tasks: 38.
79%, Active workers: 1, Completed tasks: 39.
80%, Active workers: 1, Completed tasks: 39.
81%, Active workers: 1, Completed tasks: 40.
82%, Active workers: 1, Completed tasks: 40.
83%, Active workers: 1, Completed tasks: 41.
84%, Active workers: 1, Completed tasks: 41.
85%, Active workers: 1, Completed tasks: 42.
86%, Active workers: 1, Completed tasks: 42.
87%, Active workers: 1, Completed tasks: 43.
88%, Active workers: 1, Completed tasks: 43.
89%, Active workers: 1, Completed tasks: 44.
90%, Active workers: 1, Completed tasks: 44.
91%, Active workers: 1, Completed tasks: 45.
92%, Active workers: 1, Completed tasks: 45.
93%, Active workers: 1, Completed tasks: 46.
94%, Active workers: 1, Completed tasks: 46.
95%, Active workers: 1, Completed tasks: 47.
96%, Active workers: 1, Completed tasks: 47.
97%, Active workers: 1, Completed tasks: 48.
98%, Active workers: 1, Completed tasks: 48.
99%, Active workers: 1, Completed tasks: 49.
100%, Active workers: 1, Completed tasks: 49.
Done!
Calculating averages... Done!Distribution: t=0.95 Uniform CNR, L: 32          
Searching for loose files... Done!Running workers...                            
1%, Active workers: 1, Completed tasks: 0.
2%, Active workers: 1, Completed tasks: 0.
3%, Active workers: 1, Completed tasks: 1.
4%, Active workers: 1, Completed tasks: 1.
5%, Active workers: 1, Completed tasks: 2.
6%, Active workers: 1, Completed tasks: 2.
7%, Active workers: 1, Completed tasks: 3.
8%, Active workers: 1, Completed tasks: 3.
9%, Active workers: 1, Completed tasks: 4.
10%, Active workers: 1, Completed tasks: 4.
11%, Active workers: 1, Completed tasks: 5.
12%, Active workers: 1, Completed tasks: 5.
13%, Active workers: 1, Completed tasks: 6.
14%, Active workers: 1, Completed tasks: 6.
15%, Active workers: 1, Completed tasks: 6.
16%, Active workers: 1, Completed tasks: 7.
17%, Active workers: 1, Completed tasks: 8.
18%, Active workers: 1, Completed tasks: 8.
19%, Active workers: 1, Completed tasks: 9.
20%, Active workers: 1, Completed tasks: 9.
21%, Active workers: 1, Completed tasks: 10.
