Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done! Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
83%, Active workers: 30, Completed tasks: 401.
84%, Active workers: 30, Completed tasks: 404.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 30, Completed tasks: 412.
87%, Active workers: 30, Completed tasks: 413.
88%, Active workers: 30, Completed tasks: 429.
89%, Active workers: 30, Completed tasks: 431.
90%, Active workers: 29, Completed tasks: 435.
91%, Active workers: 27, Completed tasks: 442.
92%, Active workers: 27, Completed tasks: 442.
93%, Active workers: 27, Completed tasks: 443.
94%, Active workers: 26, Completed tasks: 458.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 469.
98%, Active workers: 12, Completed tasks: 488.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.85 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 25, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 30.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 60.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 70.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 89.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 90.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 120.
27%, Active workers: 30, Completed tasks: 120.
28%, Active workers: 30, Completed tasks: 124.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 132.
32%, Active workers: 30, Completed tasks: 150.
33%, Active workers: 30, Completed tasks: 150.
34%, Active workers: 30, Completed tasks: 152.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 162.
38%, Active workers: 30, Completed tasks: 180.
39%, Active workers: 30, Completed tasks: 180.
40%, Active workers: 30, Completed tasks: 184.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 191.
43%, Active workers: 30, Completed tasks: 191.
44%, Active workers: 30, Completed tasks: 208.
45%, Active workers: 30, Completed tasks: 214.
46%, Active workers: 30, Completed tasks: 221.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 221.
49%, Active workers: 30, Completed tasks: 221.
50%, Active workers: 30, Completed tasks: 234.
51%, Active workers: 30, Completed tasks: 249.
52%, Active workers: 30, Completed tasks: 251.
53%, Active workers: 30, Completed tasks: 251.
54%, Active workers: 30, Completed tasks: 251.
55%, Active workers: 30, Completed tasks: 251.
56%, Active workers: 30, Completed tasks: 254.
57%, Active workers: 30, Completed tasks: 281.
58%, Active workers: 30, Completed tasks: 281.
59%, Active workers: 30, Completed tasks: 281.
60%, Active workers: 30, Completed tasks: 281.
61%, Active workers: 30, Completed tasks: 281.
62%, Active workers: 30, Completed tasks: 287.
63%, Active workers: 30, Completed tasks: 311.
64%, Active workers: 30, Completed tasks: 311.
65%, Active workers: 30, Completed tasks: 311.
66%, Active workers: 30, Completed tasks: 311.
67%, Active workers: 30, Completed tasks: 311.
68%, Active workers: 30, Completed tasks: 322.
69%, Active workers: 30, Completed tasks: 337.
70%, Active workers: 30, Completed tasks: 341.
71%, Active workers: 30, Completed tasks: 341.
72%, Active workers: 30, Completed tasks: 341.
73%, Active workers: 30, Completed tasks: 341.
74%, Active workers: 30, Completed tasks: 352.
75%, Active workers: 30, Completed tasks: 367.
76%, Active workers: 30, Completed tasks: 371.
77%, Active workers: 30, Completed tasks: 371.
78%, Active workers: 30, Completed tasks: 371.
79%, Active workers: 30, Completed tasks: 378.
80%, Active workers: 30, Completed tasks: 382.
81%, Active workers: 30, Completed tasks: 382.
82%, Active workers: 30, Completed tasks: 401.
83%, Active workers: 30, Completed tasks: 401.
84%, Active workers: 30, Completed tasks: 406.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 30, Completed tasks: 412.
87%, Active workers: 30, Completed tasks: 412.
88%, Active workers: 30, Completed tasks: 417.
89%, Active workers: 28, Completed tasks: 437.
90%, Active workers: 27, Completed tasks: 442.
91%, Active workers: 27, Completed tasks: 442.
92%, Active workers: 27, Completed tasks: 442.
93%, Active workers: 27, Completed tasks: 442.
94%, Active workers: 19, Completed tasks: 464.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 469.
98%, Active workers: 12, Completed tasks: 488.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 29, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 67.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 90.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 112.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 140.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 143.
34%, Active workers: 30, Completed tasks: 158.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 179.
41%, Active workers: 30, Completed tasks: 201.
42%, Active workers: 30, Completed tasks: 202.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 213.
47%, Active workers: 30, Completed tasks: 220.
48%, Active workers: 30, Completed tasks: 230.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 243.
52%, Active workers: 30, Completed tasks: 243.
53%, Active workers: 30, Completed tasks: 243.
54%, Active workers: 30, Completed tasks: 250.
55%, Active workers: 30, Completed tasks: 260.
56%, Active workers: 30, Completed tasks: 273.
57%, Active workers: 30, Completed tasks: 273.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 273.
60%, Active workers: 30, Completed tasks: 274.
61%, Active workers: 30, Completed tasks: 294.
62%, Active workers: 30, Completed tasks: 303.
63%, Active workers: 30, Completed tasks: 303.
64%, Active workers: 30, Completed tasks: 303.
65%, Active workers: 30, Completed tasks: 303.
66%, Active workers: 30, Completed tasks: 312.
67%, Active workers: 30, Completed tasks: 320.
68%, Active workers: 30, Completed tasks: 325.
69%, Active workers: 30, Completed tasks: 333.
70%, Active workers: 30, Completed tasks: 333.
71%, Active workers: 30, Completed tasks: 344.
72%, Active workers: 30, Completed tasks: 344.
73%, Active workers: 30, Completed tasks: 344.
74%, Active workers: 30, Completed tasks: 349.
75%, Active workers: 30, Completed tasks: 358.
76%, Active workers: 30, Completed tasks: 374.
77%, Active workers: 30, Completed tasks: 374.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 374.
80%, Active workers: 30, Completed tasks: 375.
81%, Active workers: 27, Completed tasks: 391.
82%, Active workers: 27, Completed tasks: 400.
83%, Active workers: 27, Completed tasks: 404.
84%, Active workers: 27, Completed tasks: 404.
85%, Active workers: 19, Completed tasks: 412.
86%, Active workers: 19, Completed tasks: 418.
87%, Active workers: 19, Completed tasks: 429.
88%, Active workers: 19, Completed tasks: 431.
89%, Active workers: 19, Completed tasks: 431.
90%, Active workers: 19, Completed tasks: 437.
91%, Active workers: 19, Completed tasks: 450.
92%, Active workers: 19, Completed tasks: 450.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 461.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 17, Completed tasks: 472.
98%, Active workers: 14, Completed tasks: 484.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 44.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 61.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 89.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 106.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 131.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 152.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 191.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 191.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 210.
47%, Active workers: 30, Completed tasks: 223.
48%, Active workers: 30, Completed tasks: 232.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 232.
52%, Active workers: 30, Completed tasks: 233.
53%, Active workers: 30, Completed tasks: 258.
54%, Active workers: 30, Completed tasks: 262.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 262.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 276.
60%, Active workers: 30, Completed tasks: 292.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 292.
63%, Active workers: 30, Completed tasks: 303.
64%, Active workers: 30, Completed tasks: 303.
65%, Active workers: 30, Completed tasks: 303.
66%, Active workers: 30, Completed tasks: 313.
67%, Active workers: 30, Completed tasks: 322.
68%, Active workers: 30, Completed tasks: 332.
69%, Active workers: 30, Completed tasks: 333.
70%, Active workers: 30, Completed tasks: 333.
71%, Active workers: 30, Completed tasks: 333.
72%, Active workers: 30, Completed tasks: 334.
73%, Active workers: 30, Completed tasks: 359.
74%, Active workers: 30, Completed tasks: 363.
75%, Active workers: 30, Completed tasks: 363.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 363.
78%, Active workers: 30, Completed tasks: 364.
79%, Active workers: 30, Completed tasks: 388.
80%, Active workers: 30, Completed tasks: 393.
81%, Active workers: 30, Completed tasks: 393.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 30, Completed tasks: 393.
84%, Active workers: 30, Completed tasks: 394.
85%, Active workers: 27, Completed tasks: 418.
86%, Active workers: 27, Completed tasks: 423.
87%, Active workers: 27, Completed tasks: 423.
88%, Active workers: 27, Completed tasks: 423.
89%, Active workers: 27, Completed tasks: 423.
90%, Active workers: 19, Completed tasks: 437.
91%, Active workers: 19, Completed tasks: 450.
92%, Active workers: 19, Completed tasks: 450.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 462.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 469.
98%, Active workers: 13, Completed tasks: 487.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.9 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 29, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 67.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 89.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 103.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 131.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 156.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 163.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 173.
40%, Active workers: 30, Completed tasks: 191.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 191.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 217.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 232.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 232.
52%, Active workers: 30, Completed tasks: 233.
53%, Active workers: 30, Completed tasks: 262.
54%, Active workers: 30, Completed tasks: 262.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 262.
58%, Active workers: 30, Completed tasks: 267.
59%, Active workers: 30, Completed tasks: 285.
60%, Active workers: 30, Completed tasks: 292.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 292.
63%, Active workers: 30, Completed tasks: 292.
64%, Active workers: 30, Completed tasks: 303.
65%, Active workers: 30, Completed tasks: 307.
66%, Active workers: 30, Completed tasks: 322.
67%, Active workers: 30, Completed tasks: 322.
68%, Active workers: 30, Completed tasks: 322.
69%, Active workers: 30, Completed tasks: 332.
70%, Active workers: 30, Completed tasks: 333.
71%, Active workers: 30, Completed tasks: 333.
72%, Active workers: 30, Completed tasks: 345.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 354.
75%, Active workers: 30, Completed tasks: 363.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 363.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 382.
81%, Active workers: 30, Completed tasks: 393.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 30, Completed tasks: 393.
84%, Active workers: 30, Completed tasks: 404.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 28, Completed tasks: 416.
87%, Active workers: 27, Completed tasks: 423.
88%, Active workers: 27, Completed tasks: 423.
89%, Active workers: 27, Completed tasks: 423.
90%, Active workers: 27, Completed tasks: 433.
91%, Active workers: 19, Completed tasks: 450.
92%, Active workers: 19, Completed tasks: 450.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 463.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 469.
98%, Active workers: 12, Completed tasks: 488.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.95 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 27, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 28.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 84.
21%, Active workers: 30, Completed tasks: 98.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 112.
27%, Active workers: 30, Completed tasks: 130.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 142.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 142.
34%, Active workers: 30, Completed tasks: 160.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 172.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 175.
41%, Active workers: 30, Completed tasks: 202.
42%, Active workers: 30, Completed tasks: 202.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 210.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 232.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 239.
52%, Active workers: 30, Completed tasks: 243.
53%, Active workers: 30, Completed tasks: 243.
54%, Active workers: 30, Completed tasks: 249.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 273.
57%, Active workers: 30, Completed tasks: 273.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 273.
60%, Active workers: 30, Completed tasks: 275.
61%, Active workers: 30, Completed tasks: 290.
62%, Active workers: 30, Completed tasks: 303.
63%, Active workers: 30, Completed tasks: 303.
64%, Active workers: 30, Completed tasks: 303.
65%, Active workers: 30, Completed tasks: 304.
66%, Active workers: 30, Completed tasks: 314.
67%, Active workers: 30, Completed tasks: 316.
68%, Active workers: 30, Completed tasks: 319.
69%, Active workers: 30, Completed tasks: 332.
70%, Active workers: 30, Completed tasks: 339.
71%, Active workers: 30, Completed tasks: 344.
72%, Active workers: 30, Completed tasks: 344.
73%, Active workers: 30, Completed tasks: 344.
74%, Active workers: 30, Completed tasks: 345.
75%, Active workers: 30, Completed tasks: 361.
76%, Active workers: 30, Completed tasks: 374.
77%, Active workers: 30, Completed tasks: 374.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 374.
80%, Active workers: 28, Completed tasks: 381.
81%, Active workers: 27, Completed tasks: 389.
82%, Active workers: 27, Completed tasks: 399.
83%, Active workers: 27, Completed tasks: 404.
84%, Active workers: 27, Completed tasks: 404.
85%, Active workers: 19, Completed tasks: 412.
86%, Active workers: 19, Completed tasks: 416.
87%, Active workers: 19, Completed tasks: 431.
88%, Active workers: 19, Completed tasks: 431.
89%, Active workers: 19, Completed tasks: 431.
90%, Active workers: 19, Completed tasks: 436.
91%, Active workers: 19, Completed tasks: 450.
92%, Active workers: 19, Completed tasks: 450.
93%, Active workers: 19, Completed tasks: 452.
94%, Active workers: 19, Completed tasks: 461.
95%, Active workers: 19, Completed tasks: 469.
96%, Active workers: 19, Completed tasks: 469.
97%, Active workers: 19, Completed tasks: 471.
98%, Active workers: 13, Completed tasks: 485.
99%, Active workers: 12, Completed tasks: 488.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.95 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 88.
21%, Active workers: 30, Completed tasks: 100.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 104.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 131.
32%, Active workers: 30, Completed tasks: 133.
33%, Active workers: 30, Completed tasks: 161.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 161.
38%, Active workers: 30, Completed tasks: 171.
39%, Active workers: 30, Completed tasks: 190.
40%, Active workers: 30, Completed tasks: 191.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 191.
43%, Active workers: 30, Completed tasks: 191.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 219.
46%, Active workers: 30, Completed tasks: 221.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 221.
49%, Active workers: 30, Completed tasks: 221.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 243.
52%, Active workers: 30, Completed tasks: 251.
53%, Active workers: 30, Completed tasks: 251.
54%, Active workers: 30, Completed tasks: 251.
55%, Active workers: 30, Completed tasks: 255.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 264.
58%, Active workers: 30, Completed tasks: 281.
59%, Active workers: 30, Completed tasks: 281.
60%, Active workers: 30, Completed tasks: 281.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 292.
63%, Active workers: 30, Completed tasks: 293.
64%, Active workers: 30, Completed tasks: 311.
65%, Active workers: 30, Completed tasks: 311.
66%, Active workers: 30, Completed tasks: 311.
67%, Active workers: 30, Completed tasks: 322.
68%, Active workers: 30, Completed tasks: 322.
69%, Active workers: 30, Completed tasks: 322.
70%, Active workers: 30, Completed tasks: 334.
71%, Active workers: 30, Completed tasks: 341.
72%, Active workers: 30, Completed tasks: 352.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 352.
75%, Active workers: 30, Completed tasks: 352.
76%, Active workers: 30, Completed tasks: 357.
77%, Active workers: 30, Completed tasks: 381.
78%, Active workers: 30, Completed tasks: 382.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 382.
81%, Active workers: 30, Completed tasks: 382.
82%, Active workers: 30, Completed tasks: 383.
83%, Active workers: 30, Completed tasks: 412.
84%, Active workers: 30, Completed tasks: 412.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 30, Completed tasks: 412.
87%, Active workers: 30, Completed tasks: 412.
88%, Active workers: 30, Completed tasks: 412.
89%, Active workers: 27, Completed tasks: 440.
90%, Active workers: 27, Completed tasks: 442.
91%, Active workers: 27, Completed tasks: 442.
92%, Active workers: 27, Completed tasks: 442.
